时间,标签,事件,内容
2019.11.26,すべてお知らせ,「ノーマルクエスト」ドロップ量2倍キャンペーン！,プリンセスコネクト！Re:Dive運営事務局です。2019/11/26(火)05:00から「ノーマルクエスト」ドロップ量2倍キャンペーンを開始しました！！…
2019.11.22,すべてイベント,復刻ストーリーイベント「トワイライトブレイカーズ」開催終了！,プリンセスコネクト！Re:Dive運営事務局です。2019/11/22(金)21:00に、復刻ストーリーイベント「トワイライトブレイカーズ」の開催期間が終了…
2019.11.23,すべてお知らせ,「ジュエル・その他購入」に「毎日更新,ジュエル500個」を期間限定で追加！プリンセスコネクト！Re:Dive運営事務局です。2019/11/23(土)12:00から「ジュエル・その他購入」に「毎日更新ジュエル500個」を期間限…
2019.11.24,すべてお知らせ,「11月クランバトル」開催中！,プリンセスコネクト！Re:Dive運営事務局です。2019/11/24(日)05:00から「11月クランバトル」を開催中です！「クランモード」では、期間中…
2019.11.22,すべてお知らせ,「聖跡調査」「神殿調査」ドロップ量2倍キャンペーン！,プリンセスコネクト！Re:Dive運営事務局です。2019/11/22(金)05:00から「聖跡調査」「神殿調査」ドロップ量2倍キャンペーンを開始しました。…
2019.10.08,すべてお知らせ,レンタル回数に応じて獲得できるマナについて【2019/11/20(水),18:49追記】プリンセスコネクト！Re:Dive運営事務局です。現在、プレイヤーの皆様から、サポート設定の「クエスト」から獲得できるマナについて、ご意見を頂戴しております。…
2019.11.21,すべてお知らせ,「11月クランバトル」開催決定！,プリンセスコネクト！Re:Dive運営事務局です。2019/11/24(日)05:00から「11月クランバトル」を開催します！クランバトルでは、クランごと…
2019.11.21,すべてお知らせアップデート,アップデートのお知らせ【2019/11/21(木),12:00公開】プリンセスコネクト！Re:Dive運営事務局です。2019/11/21(木)12:00にアップデートを行いました。※強制アップデートは、2019/11/2…
2019.11.13,すべてお知らせメンテナンス,2019/11/20(水),メンテナンス実施のお知らせ【2019/11/20(水)16:05追記】プリンセスコネクト！Re:Dive運営事務局です。下記の期間に、一部サーバー機器の調整を行うため、メンテナンスを実施いたします。■メンテナンス期間2019…
2019.11.20,すべてお知らせ,サポート設定の「クエスト」における仕組みの一部変更について,プリンセスコネクト！Re:Dive運営事務局です。2019/11/20(水)14:00～17:00に行ったメンテナンスから、サポート設定の「クエスト」に…
2019.11.20,すべてお知らせメンテナンス,2019/11/20(水),メンテナンス終了のお知らせプリンセスコネクト！Re:Dive運営事務局です。下記の期間にて、一部サーバー機器の調整を行うため実施しておりましたメンテナンスが終了いたしました。■メンテ…
2019.11.18,すべてお知らせ,「カヤ」を獲得した際に、音声が正しく再生されない不具合について,プリンセスコネクト！Re:Dive運営事務局です。ゲーム内において、下記の不具合が発生しておりました。■発生していた不具合ムービー画質を「標準版」に設定し…
2019.11.20,すべてお知らせ,「ハードクエスト」ドロップ量2倍キャンペーン！,プリンセスコネクト！Re:Dive運営事務局です。2019/11/20(水)05:00から「ハードクエスト」ドロップ量2倍キャンペーンを開始しました！！キ…
2019.11.18,お知らせ,「ぷりこねっ！りだいぶ」第142話掲載,プリンセスコネクト！Re:Dive運営事務局です。プリンセスコネクト！Re:Diveの公式4コマ「ぷりこねっ！りだいぶ」第142話を掲載しました！■4コマ「…
2019.11.16,お知らせ,「トワイライトブレイカーズ,復刻記念RTキャンペーン」開催プリンセスコネクト！Re:Dive運営事務局です。ストーリーイベント「トワイライトブレイカーズ」の復刻を記念して「トワイライトブレイカーズ復刻記念RTキャン…
2019.11.17,すべてお知らせ,「11月クランバトル」モード変更開始！,プリンセスコネクト！Re:Dive運営事務局です。2019/11/17(日)12:00から、11月クランバトルのモード変更期間です。また、今回のクランバト…
2019.11.15,すべてお知らせ,一部クエストにおけるモンスターのステータスが本来と異なる不具合について,プリンセスコネクト！Re:Dive運営事務局です。ゲーム内において、下記の不具合が発生しておりました。■発生していた不具合「ディズタル河食岸・南部29-…
2019.11.15,すべてお知らせ,新キャラ「カヤ」登場！ピックアップガチャはおまけ付き！,プリンセスコネクト！Re:Dive運営事務局です。新キャラ「カヤ」がピックアップガチャとプラチナガチャから登場！ピックアップガチャでは「カヤ」の提供割合がア…
2019.11.15,すべてお知らせ,「★3確定プラチナガチャ」開催！対象キャラにはおまけ付き！,プリンセスコネクト！Re:Dive運営事務局です。2019/11/15(金)15:00から、期間限定で「★3確定プラチナガチャ」を開催中です！★3確定プラ…
2019.11.15,すべてお知らせ,一部ショップのラインナップに装備アイテムを追加！,プリンセスコネクト！Re:Dive運営事務局です。2019/11/15(金)15:00から、一部ショップのラインナップに装備アイテムを追加しました！変更内…
2019.11.15,すべてお知らせ,「探索」の各クエストにLv8を追加＆Lv7までの一部報酬の獲得量を引き上げ！,プリンセスコネクト！Re:Dive運営事務局です。2019/11/15(金)15:00から「探索」の各クエストにLv8を追加しました！Lv8の「経験値クエ…
2019.11.15,すべてアップデート,ギルドハウスに新しい家具を追加＆期間限定で家具を復刻！,プリンセスコネクト！Re:Dive運営事務局です。2019/11/15(金)15:00から、ギルドハウスの家具ショップに新しい家具を追加しました！また、過…
2019.11.15,すべてお知らせ,メインストーリー第14章が全話追加！,プリンセスコネクト！Re:Dive運営事務局です。2019/11/15(金)15:00に、ゲーム内においてメインストーリー第14章を全話公開しました。ペコ…
2019.11.15,すべてアップデート,メモリアルサウンドボックスに新しいBGMを追加！,プリンセスコネクト！Re:Dive運営事務局です。2019/11/15(金)15:00に、ギルドハウスの家具「メモリアルサウンドボックス」に新しいBGMを追…
2019.11.15,すべてお知らせアップデート,アップデートのお知らせ【2019/11/15(金),15:00更新】プリンセスコネクト！Re:Dive運営事務局です。2019/11/15(金)15:00にアップデートを行いました。※本アップデートでは、ストアからのアップ…
2019.11.15,すべてお知らせ,「探索」におけるLv7までの一部クエストで獲得できる報酬の獲得量引き上げについて,プリンセスコネクト！Re:Dive運営事務局です。本日2019/11/15(金)15:00から「探索」におけるLv7までの一部クエストで獲得できる報酬の獲得…
2019.11.15,すべてお知らせ,聖跡調査で獲得できる装備アイテムのラインナップ変更日時の延期について,プリンセスコネクト！Re:Dive運営事務局です。2019/11/15(金)15:00に予定していた「聖跡調査クエストをクリアした際に獲得できる装備アイテム…
2019.11.15,すべてお知らせ,「ノーマルクエスト」ドロップ量2倍キャンペーン！,プリンセスコネクト！Re:Dive運営事務局です。2019/11/15(金)05:00から「ノーマルクエスト」ドロップ量2倍キャンペーンを開始しました！！…
